transaction_id,customer_id,transaction_date,amount,status,payment_method,region,plan
T00971,C016,2024-05-06,350,success,bank,Singapore,Pro
T00972,C080,2024-05-19,700,success,bank,Singapore,Enterprise
T00973,C024,2024-05-25,300,failed,card,Germany,Pro
T00974,C013,2024-04-03,120,success,bank,US,Basic
T00975,C057,2024-01-10,300,success,upi,UK,Pro
T00976,C006,2024-06-21,1200,success,upi,US,Enterprise
T00977,C050,2024-03-04,700,failed,card,India,Enterprise
T00978,C011,2024-06-24,900,failed,upi,India,Enterprise
T00979,C085,2024-01-02,250,success,bank,Germany,Pro
T00980,C077,2024-03-09,300,success,upi,India,Pro
T00981,C073,2024-05-24,300,success,upi,Singapore,Pro
T00982,C003,2024-04-16,700,success,bank,US,Enterprise
T00983,C095,2024-05-30,99,success,card,Germany,Basic
T00984,C027,2024-03-28,150,success,bank,US,Basic
T00985,C036,2024-03-22,99,success,upi,Germany,Basic
T00986,C082,2024-06-18,900,success,card,UK,Enterprise
T00987,C062,2024-03-22,350,success,upi,India,Pro
T00988,C057,2024-06-15,250,failed,bank,India,Pro
T00989,C009,2024-01-17,1200,success,bank,Germany,Enterprise
T00990,C043,2024-03-27,250,success,card,Germany,Pro
T00991,C064,2024-02-09,120,success,upi,Singapore,Basic
T00992,C040,2024-02-11,700,success,upi,India,Enterprise
T00993,C091,2024-02-04,350,success,bank,Singapore,Pro
T00994,C013,2024-03-07,250,success,bank,Germany,Pro
T00995,C058,2024-03-30,99,success,bank,US,Basic
T00996,C017,2024-02-08,120,success,card,UK,Basic
T00997,C066,2024-04-23,900,success,upi,Singapore,Enterprise
T00998,C075,2024-02-22,120,failed,card,Singapore,Basic
T00999,C030,2024-05-09,120,success,card,US,Basic
T01000,C084,2024-03-26,120,failed,card,UK,Basic
T01001,C034,2024-06-17,250,success,bank,US,Pro
T01002,C060,2024-05-08,1200,success,bank,Singapore,Enterprise
T01003,C005,2024-06-13,99,success,bank,UK,Basic
T01004,C027,2024-06-04,300,success,upi,India,Pro
T01005,C013,2024-03-17,300,success,bank,India,Pro
T01006,C054,2024-02-25,1200,success,card,Germany,Enterprise
T01007,C047,2024-03-27,120,success,upi,UK,Basic
T01008,C011,2024-05-29,350,success,card,US,Pro
T01009,C038,2024-05-02,300,success,bank,UK,Pro
T01010,C024,2024-04-17,300,success,upi,UK,Pro
T01011,C028,2024-03-13,250,failed,card,Germany,Pro
T01012,C045,2024-01-18,700,success,bank,Singapore,Enterprise
T01013,C042,2024-04-05,1200,success,card,Singapore,Enterprise
T01014,C090,2024-04-03,120,failed,upi,Germany,Basic
T01015,C021,2024-05-22,120,success,bank,Singapore,Basic
T01016,C036,2024-01-26,120,success,bank,UK,Basic
T01017,C096,2024-06-14,900,success,card,US,Enterprise
T01018,C055,2024-03-18,250,success,bank,US,Pro
T01019,C071,2024-05-17,99,success,card,India,Basic
T01020,C005,2024-05-12,300,success,bank,US,Pro
T01021,C020,2024-05-27,250,success,card,UK,Pro
T01022,C075,2024-01-23,150,success,bank,India,Basic
T01023,C077,2024-02-13,250,success,upi,UK,Pro
T01024,C007,2024-05-31,300,success,bank,US,Pro
T01025,C067,2024-02-29,120,success,card,Singapore,Basic
T01026,C044,2024-04-20,700,failed,upi,Singapore,Enterprise
T01027,C063,2024-01-13,900,success,upi,US,Enterprise
T01028,C039,2024-05-01,120,failed,card,Germany,Basic
T01029,C028,2024-04-14,300,success,upi,Singapore,Pro
T01030,C035,2024-03-20,150,success,bank,India,Basic
T01031,C092,2024-02-22,120,success,bank,UK,Basic
T01032,C025,2024-05-11,120,success,card,Singapore,Basic
T01033,C062,2024-06-02,350,success,upi,India,Pro
T01034,C065,2024-02-23,99,success,upi,Singapore,Basic
T01035,C052,2024-05-25,120,success,card,Singapore,Basic
T01036,C001,2024-02-21,1200,success,bank,Singapore,Enterprise
T01037,C058,2024-01-03,250,success,bank,Germany,Pro
T01038,C081,2024-01-24,900,failed,upi,India,Enterprise
T01039,C045,2024-01-10,300,failed,bank,Singapore,Pro
T01040,C098,2024-05-07,150,success,bank,Germany,Basic
T01041,C034,2024-03-19,700,success,card,Germany,Enterprise
T01042,C046,2024-05-11,120,success,bank,India,Basic
T01043,C062,2024-04-04,250,success,card,Singapore,Pro
T01044,C081,2024-02-28,1200,failed,card,US,Enterprise
T01045,C010,2024-03-19,900,success,card,Germany,Enterprise
T01046,C066,2024-02-17,300,success,upi,US,Pro
T01047,C084,2024-03-10,300,success,upi,UK,Pro
T01048,C096,2024-02-11,700,failed,card,Singapore,Enterprise
T01049,C073,2024-03-22,150,success,bank,US,Basic
T01050,C023,2024-03-08,1200,success,upi,Germany,Enterprise
T01051,C081,2024-03-02,300,success,bank,Germany,Pro
T01052,C100,2024-04-21,120,success,bank,US,Basic
T01053,C067,2024-03-10,150,success,bank,UK,Basic
T01054,C021,2024-06-01,99,success,card,US,Basic
T01055,C057,2024-05-18,300,success,upi,US,Pro
T01056,C082,2024-01-11,300,success,upi,Germany,Pro
T01057,C002,2024-01-31,700,success,card,UK,Enterprise
T01058,C024,2024-05-31,350,success,bank,UK,Pro
T01059,C069,2024-03-17,150,success,upi,US,Basic
T01060,C009,2024-03-30,300,success,upi,India,Pro
T01061,C065,2024-02-07,1200,success,bank,Germany,Enterprise
T01062,C019,2024-06-09,350,success,bank,UK,Pro
T01063,C083,2024-05-22,300,success,bank,UK,Pro
T01064,C079,2024-02-12,150,success,upi,India,Basic
T01065,C022,2024-01-14,1200,success,card,Germany,Enterprise
T01066,C027,2024-04-04,120,success,upi,India,Basic
T01067,C070,2024-05-11,150,success,upi,US,Basic
T01068,C016,2024-01-24,900,success,upi,UK,Enterprise
T01069,C078,2024-06-21,700,success,upi,US,Enterprise
T01070,C080,2024-03-16,120,success,upi,India,Basic
T01071,C100,2024-01-25,300,success,card,Singapore,Pro
T01072,C070,2024-04-25,900,failed,bank,India,Enterprise
T01073,C027,2024-05-20,120,success,card,India,Basic
T01074,C093,2024-02-09,900,success,card,Germany,Enterprise
T01075,C006,2024-05-20,900,success,bank,India,Enterprise
T01076,C027,2024-05-12,900,success,card,US,Enterprise
T01077,C036,2024-03-05,1200,success,upi,India,Enterprise
T01078,C023,2024-01-29,900,success,upi,UK,Enterprise
T01079,C077,2024-03-29,350,success,upi,US,Pro
T01080,C061,2024-05-31,300,success,upi,India,Pro
T01081,C066,2024-06-04,1200,success,card,US,Enterprise
T01082,C045,2024-06-14,1200,success,bank,UK,Enterprise
T01083,C063,2024-01-20,350,success,upi,Germany,Pro
T01084,C060,2024-03-19,120,success,bank,Germany,Basic
T01085,C042,2024-01-10,150,success,upi,India,Basic
T01086,C082,2024-03-26,250,success,upi,India,Pro
T01087,C014,2024-04-04,350,success,bank,UK,Pro
T01088,C083,2024-05-07,350,success,card,Singapore,Pro
T01089,C080,2024-04-18,350,success,upi,US,Pro
T01090,C086,2024-01-06,900,success,upi,Singapore,Enterprise
T01091,C025,2024-02-03,700,success,card,Singapore,Enterprise
T01092,C030,2024-01-12,1200,success,upi,Singapore,Enterprise
T01093,C002,2024-06-02,700,success,bank,India,Enterprise
T01094,C014,2024-04-01,150,success,upi,UK,Basic
T01095,C021,2024-06-13,700,success,card,US,Enterprise
T01096,C054,2024-06-17,350,success,upi,UK,Pro
T01097,C095,2024-05-11,700,success,upi,India,Enterprise
T01098,C003,2024-03-04,900,success,upi,US,Enterprise
T01099,C044,2024-06-15,99,success,card,India,Basic
T01100,C046,2024-04-01,900,success,upi,Singapore,Enterprise
T01101,C080,2024-04-02,300,success,upi,US,Pro
T01102,C035,2024-04-04,900,success,upi,UK,Enterprise
T01103,C002,2024-03-19,150,failed,upi,US,Basic
T01104,C005,2024-06-21,700,success,card,UK,Enterprise
T01105,C077,2024-05-31,900,failed,upi,Germany,Enterprise
T01106,C099,2024-01-28,120,success,upi,Germany,Basic
T01107,C045,2024-04-06,99,success,card,Germany,Basic
T01108,C020,2024-06-10,99,success,bank,Germany,Basic
T01109,C024,2024-05-27,150,success,upi,Germany,Basic
T01110,C013,2024-02-03,1200,failed,upi,US,Enterprise
T01111,C057,2024-01-22,99,success,bank,US,Basic
T01112,C087,2024-06-29,150,success,bank,Singapore,Basic
T01113,C054,2024-01-31,99,success,card,India,Basic
T01114,C010,2024-04-10,900,success,bank,India,Enterprise
T01115,C016,2024-03-31,150,success,bank,UK,Basic
T01116,C009,2024-06-14,700,success,card,US,Enterprise
T01117,C036,2024-04-25,250,success,upi,India,Pro
T01118,C092,2024-02-16,150,success,upi,UK,Basic
T01119,C095,2024-06-03,700,success,bank,Germany,Enterprise
T01120,C034,2024-02-11,1200,success,bank,India,Enterprise
T01121,C064,2024-05-11,700,success,bank,US,Enterprise
T01122,C067,2024-05-03,700,success,bank,UK,Enterprise
T01123,C075,2024-04-16,250,success,card,UK,Pro
T01124,C008,2024-04-17,99,success,upi,Germany,Basic
T01125,C032,2024-06-01,150,success,card,US,Basic
T01126,C014,2024-04-28,700,success,card,Singapore,Enterprise
T01127,C039,2024-03-14,99,success,upi,India,Basic
T01128,C002,2024-05-25,900,success,card,US,Enterprise
T01129,C023,2024-06-02,350,success,bank,Singapore,Pro
T01130,C095,2024-06-16,1200,success,bank,Singapore,Enterprise
T01131,C094,2024-03-16,350,success,bank,Singapore,Pro
T01132,C042,2024-03-08,250,success,bank,India,Pro
T01133,C086,2024-05-09,900,success,bank,India,Enterprise
T01134,C040,2024-04-23,150,success,card,US,Basic
T01135,C039,2024-04-18,900,success,card,India,Enterprise
T01136,C045,2024-05-07,1200,success,card,Germany,Enterprise
T01137,C006,2024-06-14,150,success,upi,Germany,Basic
T01138,C099,2024-06-05,120,success,upi,India,Basic
T01139,C094,2024-03-14,1200,failed,card,UK,Enterprise
T01140,C007,2024-05-15,1200,success,bank,India,Enterprise
T01141,C085,2024-04-09,1200,success,card,India,Enterprise
T01142,C075,2024-02-13,150,success,card,US,Basic
T01143,C056,2024-06-19,250,success,upi,UK,Pro
T01144,C036,2024-04-25,150,success,bank,Singapore,Basic
T01145,C024,2024-03-05,150,success,upi,Germany,Basic
T01146,C072,2024-01-10,99,failed,upi,US,Basic
T01147,C003,2024-01-31,900,success,card,Germany,Enterprise
T01148,C030,2024-01-25,120,failed,bank,Germany,Basic
T01149,C074,2024-01-12,120,failed,bank,US,Basic
T01150,C097,2024-03-17,99,success,upi,US,Basic
T01151,C038,2024-04-13,900,success,bank,India,Enterprise
T01152,C008,2024-06-20,350,success,upi,India,Pro
T01153,C094,2024-03-05,250,failed,card,Germany,Pro
T01154,C008,2024-01-08,120,success,bank,India,Basic
T01155,C093,2024-02-08,99,failed,bank,Germany,Basic
T01156,C040,2024-01-26,700,success,upi,Singapore,Enterprise
T01157,C056,2024-03-01,120,success,card,UK,Basic
T01158,C093,2024-03-29,250,success,card,UK,Pro
T01159,C046,2024-01-22,300,success,card,UK,Pro
T01160,C051,2024-01-26,350,failed,upi,US,Pro
T01161,C020,2024-05-03,150,success,upi,India,Basic
T01162,C019,2024-05-23,250,success,upi,Singapore,Pro
T01163,C058,2024-04-13,99,success,card,Germany,Basic
T01164,C067,2024-02-26,1200,success,bank,Germany,Enterprise
T01165,C094,2024-02-17,250,success,card,Germany,Pro
T01166,C043,2024-02-03,120,success,bank,Singapore,Basic
T01167,C011,2024-04-30,1200,success,upi,Germany,Enterprise
T01168,C086,2024-06-06,900,success,upi,India,Enterprise
T01169,C057,2024-03-23,900,success,bank,US,Enterprise
T01170,C019,2024-03-20,300,failed,bank,Germany,Pro
T01171,C083,2024-06-14,900,success,bank,Germany,Enterprise
T01172,C015,2024-06-11,250,success,card,India,Pro
T01173,C090,2024-02-08,120,success,upi,US,Basic
T01174,C070,2024-05-07,250,success,upi,Germany,Pro
T01175,C055,2024-05-12,150,success,upi,US,Basic
T01176,C029,2024-04-20,350,success,bank,US,Pro
T01177,C062,2024-06-18,1200,failed,upi,Germany,Enterprise
T01178,C001,2024-01-31,99,success,bank,Germany,Basic
T01179,C020,2024-02-24,1200,success,upi,US,Enterprise
T01180,C062,2024-02-02,99,success,bank,UK,Basic
T01181,C081,2024-05-21,99,success,bank,US,Basic
T01182,C012,2024-05-23,150,success,card,UK,Basic
T01183,C004,2024-01-18,250,success,bank,Germany,Pro
T01184,C072,2024-03-10,250,success,upi,Germany,Pro
T01185,C085,2024-01-02,150,success,bank,India,Basic
T01186,C073,2024-05-30,900,success,upi,US,Enterprise
T01187,C018,2024-02-04,150,success,card,Singapore,Basic
T01188,C057,2024-04-02,900,success,bank,Germany,Enterprise
T01189,C016,2024-01-15,1200,success,bank,US,Enterprise
T01190,C029,2024-01-27,120,success,card,Singapore,Basic
T01191,C084,2024-06-23,350,success,card,Singapore,Pro
T01192,C047,2024-03-05,250,success,bank,Germany,Pro
T01193,C062,2024-05-31,350,success,card,India,Pro
T01194,C011,2024-04-17,350,success,upi,Germany,Pro
T01195,C061,2024-06-16,99,success,upi,Germany,Basic
T01196,C059,2024-06-23,150,success,upi,UK,Basic
T01197,C049,2024-03-05,300,success,upi,UK,Pro
T01198,C100,2024-04-01,350,success,card,US,Pro
T01199,C085,2024-03-14,150,success,bank,UK,Basic
T01200,C089,2024-05-02,150,success,bank,Germany,Basic
T01201,C069,2024-01-07,350,success,upi,Singapore,Pro
T01202,C040,2024-06-28,300,success,upi,Germany,Pro
T01203,C072,2024-04-18,120,success,card,UK,Basic
T01204,C031,2024-02-06,700,success,card,US,Enterprise
T01205,C091,2024-01-20,120,success,upi,India,Basic
T01206,C013,2024-03-04,150,success,card,US,Basic
T01207,C079,2024-03-17,900,success,bank,India,Enterprise
T01208,C071,2024-03-19,700,success,bank,India,Enterprise
T01209,C100,2024-01-02,250,success,upi,Singapore,Pro
T01210,C025,2024-02-08,1200,success,card,India,Enterprise
T01211,C019,2024-06-06,900,success,card,UK,Enterprise
T01212,C002,2024-01-01,250,failed,card,Germany,Pro
T01213,C025,2024-04-28,120,failed,card,UK,Basic
T01214,C021,2024-05-11,150,success,bank,UK,Basic
T01215,C086,2024-06-10,300,failed,card,India,Pro
T01216,C068,2024-04-04,1200,success,upi,US,Enterprise
T01217,C085,2024-06-04,300,success,bank,UK,Pro
T01218,C009,2024-03-30,900,success,upi,US,Enterprise
T01219,C017,2024-01-06,99,success,card,India,Basic
T01220,C061,2024-01-09,1200,success,card,UK,Enterprise
T01221,C092,2024-05-21,120,success,card,India,Basic
T01222,C013,2024-01-07,120,success,bank,Singapore,Basic
T01223,C053,2024-03-22,250,success,upi,US,Pro
T01224,C013,2024-01-17,300,success,bank,Singapore,Pro
T01225,C032,2024-02-28,120,success,card,UK,Basic
T01226,C057,2024-06-10,900,success,bank,US,Enterprise
T01227,C092,2024-05-04,1200,success,upi,India,Enterprise
T01228,C095,2024-03-27,99,success,card,Germany,Basic
T01229,C064,2024-02-13,120,failed,bank,India,Basic
T01230,C090,2024-03-16,900,success,upi,Germany,Enterprise
T01231,C034,2024-06-27,700,success,bank,Germany,Enterprise
T01232,C054,2024-01-10,120,success,bank,Germany,Basic
T01233,C061,2024-02-08,1200,failed,card,US,Enterprise
T01234,C042,2024-01-11,150,failed,bank,US,Basic
T01235,C096,2024-03-12,120,success,upi,India,Basic
T01236,C071,2024-02-10,150,success,bank,US,Basic
T01237,C016,2024-05-02,300,failed,card,US,Pro
T01238,C094,2024-05-28,350,success,bank,Germany,Pro
T01239,C076,2024-06-12,250,success,card,UK,Pro
T01240,C072,2024-03-09,120,success,bank,UK,Basic
T01241,C043,2024-03-19,1200,failed,card,US,Enterprise
T01242,C016,2024-02-10,700,success,bank,UK,Enterprise
T01243,C029,2024-05-08,99,success,bank,Germany,Basic
T01244,C085,2024-01-27,120,success,upi,US,Basic
T01245,C055,2024-03-07,120,success,bank,Germany,Basic
T01246,C094,2024-05-12,150,success,card,India,Basic
T01247,C051,2024-04-22,350,success,card,Germany,Pro
T01248,C008,2024-01-01,350,success,upi,US,Pro
T01249,C034,2024-03-06,250,success,bank,Singapore,Pro
T01250,C088,2024-03-02,1200,success,bank,Germany,Enterprise
T01251,C072,2024-05-21,99,success,card,UK,Basic
T01252,C058,2024-04-20,1200,failed,bank,US,Enterprise
T01253,C028,2024-01-27,1200,success,bank,UK,Enterprise
T01254,C090,2024-03-10,250,success,upi,India,Pro
T01255,C016,2024-05-01,150,success,card,Germany,Basic
T01256,C088,2024-03-08,300,success,upi,US,Pro
T01257,C098,2024-06-26,300,success,upi,UK,Pro
T01258,C076,2024-06-13,250,success,bank,US,Pro
T01259,C055,2024-05-10,1200,success,upi,UK,Enterprise
T01260,C048,2024-03-24,99,success,bank,UK,Basic
T01261,C002,2024-06-24,250,success,card,US,Pro
T01262,C069,2024-04-15,300,success,bank,US,Pro
T01263,C080,2024-03-11,99,success,bank,US,Basic
T01264,C067,2024-03-29,350,success,upi,Germany,Pro
T01265,C061,2024-05-10,150,success,upi,Singapore,Basic
T01266,C056,2024-01-18,300,success,bank,Germany,Pro
T01267,C085,2024-05-26,350,success,bank,India,Pro
T01268,C005,2024-02-14,1200,success,card,Singapore,Enterprise
T01269,C070,2024-03-30,900,success,card,UK,Enterprise
T01270,C087,2024-03-20,300,success,card,US,Pro
T01271,C063,2024-04-29,900,success,upi,US,Enterprise
T01272,C036,2024-01-18,150,success,card,Germany,Basic
T01273,C098,2024-01-11,99,success,bank,UK,Basic
T01274,C071,2024-03-22,99,success,bank,UK,Basic
T01275,C046,2024-01-25,1200,success,upi,India,Enterprise
T01276,C008,2024-03-28,900,success,bank,US,Enterprise
T01277,C033,2024-02-05,350,success,bank,Germany,Pro
T01278,C070,2024-04-05,350,success,card,India,Pro
T01279,C077,2024-01-23,150,success,upi,UK,Basic
T01280,C040,2024-05-01,120,success,bank,Germany,Basic
T01281,C089,2024-04-24,1200,success,upi,US,Enterprise
T01282,C075,2024-01-06,150,success,card,Germany,Basic
T01283,C010,2024-02-29,120,success,card,India,Basic
T01284,C090,2024-06-02,350,success,upi,US,Pro
T01285,C096,2024-05-18,120,success,upi,Singapore,Basic
T01286,C022,2024-06-13,1200,success,bank,Germany,Enterprise
T01287,C034,2024-03-02,1200,success,upi,Singapore,Enterprise
T01288,C076,2024-04-21,120,success,card,Germany,Basic
T01289,C092,2024-05-23,700,failed,bank,India,Enterprise
T01290,C003,2024-06-22,350,success,bank,UK,Pro
T01291,C010,2024-06-18,99,success,upi,US,Basic
T01292,C080,2024-05-17,99,success,bank,UK,Basic
T01293,C081,2024-06-12,700,success,card,US,Enterprise
T01294,C099,2024-05-31,120,success,upi,Germany,Basic
T01295,C047,2024-05-02,300,success,bank,Singapore,Pro
T01296,C005,2024-06-28,700,success,upi,US,Enterprise
T01297,C058,2024-01-14,900,success,card,Germany,Enterprise
T01298,C074,2024-04-20,300,success,card,UK,Pro
T01299,C049,2024-06-10,300,failed,card,Germany,Pro
T01300,C008,2024-01-19,99,success,bank,India,Basic
T01301,C019,2024-01-16,700,success,upi,Germany,Enterprise
T01302,C086,2024-06-17,150,success,card,UK,Basic
T01303,C067,2024-01-09,99,success,bank,Germany,Basic
T01304,C078,2024-01-10,1200,success,bank,Germany,Enterprise
T01305,C099,2024-01-28,120,success,upi,UK,Basic
T01306,C085,2024-06-22,900,success,bank,Singapore,Enterprise
T01307,C017,2024-06-15,250,success,bank,Germany,Pro
T01308,C029,2024-06-27,900,failed,card,UK,Enterprise
T01309,C049,2024-06-29,250,success,bank,India,Pro
T01310,C024,2024-02-24,150,success,upi,India,Basic
T01311,C008,2024-03-14,700,success,upi,UK,Enterprise
T01312,C060,2024-04-28,900,failed,upi,US,Enterprise
T01313,C049,2024-03-01,120,success,card,Germany,Basic
T01314,C051,2024-05-11,99,success,card,India,Basic
T01315,C084,2024-02-03,250,success,upi,US,Pro
T01316,C006,2024-06-05,300,success,upi,Germany,Pro
T01317,C099,2024-05-30,250,success,upi,UK,Pro
T01318,C054,2024-06-13,99,success,card,UK,Basic
T01319,C096,2024-02-03,350,failed,card,Germany,Pro
T01320,C022,2024-01-15,900,success,bank,India,Enterprise
T01321,C063,2024-01-15,99,success,bank,India,Basic
T01322,C029,2024-04-23,900,success,card,Germany,Enterprise
T01323,C073,2024-06-05,120,success,upi,Germany,Basic
T01324,C028,2024-02-03,99,success,card,UK,Basic
T01325,C084,2024-03-13,150,success,upi,UK,Basic
T01326,C044,2024-06-07,350,success,card,India,Pro
T01327,C063,2024-04-19,1200,success,upi,US,Enterprise
T01328,C002,2024-03-26,99,success,bank,Germany,Basic
T01329,C035,2024-06-19,250,success,bank,India,Pro
T01330,C098,2024-06-10,350,success,bank,US,Pro
T01331,C006,2024-03-27,350,success,upi,Germany,Pro
T01332,C027,2024-01-07,99,success,card,US,Basic
T01333,C012,2024-04-16,99,success,upi,India,Basic
T01334,C067,2024-06-22,150,success,bank,UK,Basic
T01335,C025,2024-06-16,99,success,card,UK,Basic
T01336,C100,2024-03-10,700,success,bank,Germany,Enterprise
T01337,C049,2024-04-13,99,success,card,Germany,Basic
T01338,C095,2024-01-18,250,success,upi,Germany,Pro
T01339,C097,2024-03-20,350,success,card,Germany,Pro
T01340,C059,2024-01-20,250,failed,bank,US,Pro
T01341,C057,2024-04-08,300,success,card,Singapore,Pro
T01342,C081,2024-02-24,99,success,upi,US,Basic
T01343,C054,2024-03-25,250,success,bank,US,Pro
T01344,C059,2024-01-11,150,success,card,India,Basic
T01345,C006,2024-03-19,350,success,bank,Germany,Pro
T01346,C019,2024-01-07,350,success,upi,India,Pro
T01347,C041,2024-02-21,150,success,upi,Singapore,Basic
T01348,C003,2024-02-24,300,success,upi,Germany,Pro
T01349,C084,2024-02-14,250,success,upi,Germany,Pro
T01350,C095,2024-05-16,700,success,card,US,Enterprise
T01351,C089,2024-02-06,350,success,bank,UK,Pro
T01352,C009,2024-05-03,350,success,card,Germany,Pro
T01353,C053,2024-06-17,150,success,bank,UK,Basic
T01354,C072,2024-05-28,1200,success,bank,India,Enterprise
T01355,C009,2024-01-18,99,success,upi,Germany,Basic
T01356,C041,2024-02-10,99,failed,card,Singapore,Basic
T01357,C041,2024-03-17,350,success,bank,Germany,Pro
T01358,C024,2024-04-24,1200,success,card,India,Enterprise
T01359,C096,2024-01-21,350,success,bank,US,Pro
T01360,C022,2024-04-17,150,success,upi,India,Basic
T01361,C083,2024-04-30,350,success,card,Singapore,Pro
T01362,C074,2024-02-09,250,success,card,Singapore,Pro
T01363,C055,2024-01-24,120,success,card,Singapore,Basic
T01364,C002,2024-05-04,99,success,upi,US,Basic
T01365,C034,2024-06-20,120,success,upi,India,Basic
T01366,C010,2024-04-03,300,success,card,India,Pro
T01367,C063,2024-06-15,250,success,bank,India,Pro
T01368,C060,2024-06-10,1200,success,card,UK,Enterprise
T01369,C046,2024-02-08,250,success,bank,UK,Pro
T01370,C067,2024-01-07,120,success,bank,Germany,Basic
T01371,C095,2024-02-04,99,success,card,US,Basic
T01372,C007,2024-02-04,700,success,upi,Germany,Enterprise
T01373,C061,2024-01-10,1200,failed,upi,India,Enterprise
T01374,C085,2024-01-09,300,success,upi,Singapore,Pro
T01375,C044,2024-05-07,1200,success,card,Germany,Enterprise
T01376,C020,2024-02-12,250,success,upi,India,Pro
T01377,C054,2024-03-07,150,success,bank,Germany,Basic
T01378,C058,2024-05-27,120,success,upi,Germany,Basic
T01379,C075,2024-02-14,1200,success,upi,US,Enterprise
T01380,C099,2024-05-02,99,success,card,Singapore,Basic
T01381,C076,2024-06-03,150,success,upi,US,Basic
T01382,C006,2024-06-26,900,success,card,UK,Enterprise
T01383,C082,2024-02-25,250,success,upi,US,Pro
T01384,C059,2024-05-17,900,success,upi,Germany,Enterprise
T01385,C099,2024-05-27,700,success,bank,UK,Enterprise
T01386,C047,2024-01-03,700,success,card,India,Enterprise
T01387,C004,2024-05-26,150,success,card,UK,Basic
T01388,C061,2024-04-24,120,success,card,US,Basic
T01389,C080,2024-01-26,1200,failed,bank,Singapore,Enterprise
T01390,C065,2024-03-02,300,success,upi,Germany,Pro
T01391,C077,2024-04-03,1200,failed,bank,UK,Enterprise
T01392,C006,2024-06-03,150,success,upi,Germany,Basic
T01393,C099,2024-02-18,120,success,card,Germany,Basic
T01394,C066,2024-05-23,700,success,bank,Germany,Enterprise
T01395,C036,2024-05-27,1200,success,bank,US,Enterprise
T01396,C007,2024-04-24,250,success,card,Germany,Pro
T01397,C041,2024-05-11,150,success,upi,India,Basic
T01398,C041,2024-03-06,700,failed,bank,Singapore,Enterprise
T01399,C013,2024-05-09,300,success,upi,Germany,Pro
T01400,C014,2024-04-18,1200,success,bank,US,Enterprise
T01401,C062,2024-05-23,900,success,upi,Singapore,Enterprise
T01402,C023,2024-05-06,120,success,upi,Germany,Basic
T01403,C040,2024-06-25,250,success,upi,Germany,Pro
T01404,C055,2024-01-17,1200,success,bank,UK,Enterprise
T01405,C013,2024-04-22,900,success,card,UK,Enterprise
T01406,C021,2024-01-13,120,success,upi,Germany,Basic
T01407,C022,2024-01-13,99,success,bank,UK,Basic
T01408,C009,2024-02-22,700,success,upi,India,Enterprise
T01409,C024,2024-05-12,900,success,card,Germany,Enterprise
T01410,C068,2024-06-16,99,success,bank,US,Basic
T01411,C046,2024-01-22,900,success,bank,Germany,Enterprise
T01412,C061,2024-03-16,250,failed,bank,India,Pro
T01413,C037,2024-05-27,120,failed,card,India,Basic
T01414,C028,2024-01-12,350,success,card,UK,Pro
T01415,C042,2024-05-22,700,success,bank,India,Enterprise
T01416,C001,2024-01-01,1200,success,bank,US,Enterprise
T01417,C044,2024-04-29,120,success,upi,UK,Basic
T01418,C059,2024-01-26,350,success,card,India,Pro
T01419,C078,2024-03-18,120,success,upi,UK,Basic
T01420,C061,2024-06-01,300,success,card,Germany,Pro
T01421,C003,2024-01-15,700,success,upi,UK,Enterprise
T01422,C042,2024-03-11,900,success,upi,US,Enterprise
T01423,C083,2024-05-16,900,success,card,UK,Enterprise
T01424,C042,2024-02-06,250,success,upi,Germany,Pro
T01425,C021,2024-04-03,300,success,card,Singapore,Pro
T01426,C068,2024-05-17,300,success,upi,UK,Pro
T01427,C076,2024-01-04,900,success,bank,India,Enterprise
T01428,C039,2024-05-27,300,success,upi,Germany,Pro
T01429,C077,2024-03-02,1200,success,bank,US,Enterprise
T01430,C050,2024-02-18,1200,success,bank,US,Enterprise
T01431,C025,2024-03-14,350,success,card,Germany,Pro
T01432,C088,2024-06-05,250,success,upi,India,Pro
T01433,C063,2024-05-16,700,success,bank,Germany,Enterprise
T01434,C083,2024-06-28,1200,success,card,US,Enterprise
T01435,C100,2024-06-26,99,success,bank,UK,Basic
T01436,C045,2024-02-14,1200,success,bank,UK,Enterprise
T01437,C052,2024-04-27,350,success,card,US,Pro
T01438,C077,2024-06-20,120,success,upi,UK,Basic
T01439,C064,2024-02-26,250,success,upi,India,Pro
T01440,C064,2024-02-04,700,success,bank,India,Enterprise
T01441,C089,2024-05-06,120,success,card,Germany,Basic
T01442,C011,2024-05-24,700,success,upi,Singapore,Enterprise
T01443,C073,2024-05-17,99,success,card,Singapore,Basic
T01444,C079,2024-05-27,300,failed,upi,Germany,Pro
T01445,C052,2024-03-03,120,success,card,US,Basic
T01446,C097,2024-06-25,150,success,card,Germany,Basic
T01447,C038,2024-04-07,99,failed,card,US,Basic
T01448,C040,2024-01-04,900,success,bank,Singapore,Enterprise
T01449,C024,2024-04-09,300,success,upi,Singapore,Pro
T01450,C013,2024-06-24,300,success,card,India,Pro
T01451,C025,2024-06-26,99,success,card,UK,Basic
T01452,C053,2024-02-15,900,success,bank,Singapore,Enterprise
T01453,C029,2024-03-17,250,success,bank,Singapore,Pro
T01454,C086,2024-01-15,120,success,card,US,Basic
T01455,C029,2024-04-15,120,success,card,Singapore,Basic
T01456,C093,2024-04-17,120,success,upi,US,Basic
T01457,C057,2024-06-20,250,success,bank,Germany,Pro
